# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 11:52:19 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag
HD 34445 f,HD 34445,Multiple Observatories,676.80000000,7.90000000,-7.90000000,0,1.543000,0.016000,-0.016000,0,6.880,,,0,0.613,,,0,37.90000,6.50000,-6.50000,0,0.11900,0.02100,-0.02100,0,Msini,0.031000,0.057000,-0.031000,0,,,,,,,,,0
HD 34445 g,HD 34445,Multiple Observatories,5700.00000000,1500.00000000,-1500.00000000,0,6.360000,1.020000,-1.020000,0,13.600,,,0,1.210,,,0,120.60000,38.90000,-38.90000,0,0.38000,0.13000,-0.13000,0,Msini,0.032000,0.080000,-0.032000,0,,,,,,,,,0
HD 35759 b,HD 35759,Haute-Provence Observatory,82.46700000,0.01900000,-0.01900000,0,0.389000,0.009000,-0.009000,0,13.000,,,0,1.160,,,0,1195.04080,54.03110,-54.03110,0,3.76000,0.17000,-0.17000,0,Msini,0.389000,0.006000,-0.006000,0,,,,,,,,,0
HD 3651 b,HD 3651,Multiple Observatories,62.25000000,0.00400000,-0.00400000,0,0.295000,0.029000,-0.029000,0,10.100,,,0,0.899,,,0,72.46524,3.49613,-3.49613,0,0.22800,0.01100,-0.01100,0,Msini,0.645000,0.020000,-0.020000,0,,,,,,,,,0
HD 37124 b,HD 37124,W. M. Keck Observatory,154.37800000,0.08900000,-0.08900000,0,0.533640,0.000200,-0.000200,0,14.000,,,0,1.250,,,0,214.53525,5.40311,-5.40311,0,0.67500,0.01700,-0.01700,0,Msini,0.054000,0.028000,-0.028000,0,,,,,,,,,0
HD 37124 c,HD 37124,W. M. Keck Observatory,885.50000000,5.10000000,-5.10000000,0,1.710000,0.006500,-0.006500,0,14.100,,,0,1.250,,,0,207.22516,16.52716,-16.52716,0,0.65200,0.05200,-0.05200,0,Msini,0.125000,0.055000,-0.055000,0,,,,,,,,,0
HD 37124 d,HD 37124,W. M. Keck Observatory,1862.00000000,38.00000000,-38.00000000,0,2.807000,0.038000,-0.038000,0,14.000,,,0,1.250,,,0,221.20968,18.75197,-18.75197,0,0.69600,0.05900,-0.05900,0,Msini,0.160000,0.140000,-0.140000,0,,,,,,,,,0
HD 37605 b,HD 37605,McDonald Observatory,55.01292000,0.00062000,-0.00062000,0,0.277000,0.015000,-0.015000,0,13.200,,,0,1.180,,,0,854.96270,95.34900,-95.34900,0,2.69000,0.30000,-0.30000,0,Msini,0.674500,0.001900,-0.001900,0,,,,,,,,,0
HD 37605 c,HD 37605,Multiple Observatories,2720.00000000,15.00000000,-15.00000000,0,3.740000,0.210000,-0.210000,0,13.100,,,0,1.170,,,0,1013.87770,120.77540,-120.77540,0,3.19000,0.38000,-0.38000,0,Msini,0.030000,0.012000,-0.012000,0,,,,,,,,,0
HD 38283 b,HD 38283,Anglo-Australian Telescope,363.20001000,1.60000000,-1.60000000,0,1.020000,0.020000,-0.020000,0,14.000,,,0,1.250,,,0,127.13200,12.71320,-12.71320,0,0.40000,0.04000,-0.04000,0,Msini,0.410000,0.160000,-0.160000,0,,,,,,,,,0
HD 38529 b,HD 38529,Multiple Observatories,14.30944000,0.00030000,-0.00030000,0,0.129400,0.005800,-0.005800,0,13.900,,,0,1.240,,,0,253.31051,4.76745,-4.76745,0,0.79700,0.01500,-0.01500,0,Msini,0.280000,0.017000,-0.017000,0,,,,,,,,,0
HD 38529 c,HD 38529,Multiple Observatories,2136.10000000,3.10000000,-3.10000000,0,3.640000,0.160000,-0.160000,0,12.300,,,0,1.100,,,0,4128.61170,47.67450,-47.67450,0,12.99000,0.15000,-0.15000,0,Msini,0.340700,0.006900,-0.006900,0,,,,,,,,,0
HD 38801 b,HD 38801,Subaru Telescope,685.25000000,0.85000000,-0.85000000,0,1.623000,0.047000,-0.049000,0,12.500,,,0,1.110,,,0,3082.31534,182.11659,-186.56621,0,9.69800,0.57300,-0.58700,0,Msini,0.017000,0.013000,-0.011000,0,,,,,,,,,0
HD 39091 b,HD 39091,Anglo-Australian Telescope,2093.07000000,1.73000000,-1.73000000,0,3.100000,0.020000,-0.020000,0,12.300,,,0,1.100,,,0,4100.00700,731.00900,-603.87700,0,12.90000,2.30000,-1.90000,0,Mass,0.637000,0.002000,-0.002000,0,,,,,,,,,0
HD 39855 b,HD 39855,Las Campanas Observatory,3.24980000,0.00040000,-0.00040000,0,0.041000,0.001000,-0.001000,0,2.850,,,0,0.254,,,0,8.50000,1.50000,-1.50000,0,0.02674,0.00472,-0.00472,0,Msini,0.140000,0.110000,-0.110000,0,,,,,,,,,0
HD 40307 b,HD 40307,La Silla Observatory,4.31230000,0.00110000,-0.00120000,0,0.046800,0.002400,-0.002300,0,1.830,,,0,0.163,,,0,4.00000,0.80000,-0.70000,0,0.01260,0.00250,-0.00220,0,Msini,0.200000,0.140000,-0.160000,0,,,,,910,1217,-1217,0,0
HD 40307 c,HD 40307,La Silla Observatory,9.61840000,0.00500000,-0.00490000,0,0.079900,0.004000,-0.004000,0,2.460,,,0,0.219,,,0,6.60000,1.10000,-1.00000,0,0.02080,0.00350,-0.00310,0,Msini,0.060000,0.110000,-0.060000,0,,,,,696,792,-792,0,0
HD 40307 d,HD 40307,La Silla Observatory,20.43200000,0.02200000,-0.02400000,0,0.132100,0.006600,-0.006600,0,3.040,,,0,0.272,,,0,9.50000,1.70000,-1.50000,0,0.02990,0.00530,-0.00470,0,Msini,0.070000,0.110000,-0.070000,0,,,,,541,625,-625,0,0
HD 40307 f,HD 40307,La Silla Observatory,51.76000000,0.50000000,-0.46000000,0,0.247000,0.011000,-0.014000,0,2.130,,,0,0.190,,,0,5.20000,1.50000,-1.60000,0,0.01640,0.00470,-0.00500,0,Msini,0.020000,0.200000,-0.020000,0,,,,,398,423,-423,0,0
HD 40307 g,HD 40307,La Silla Observatory,197.80000000,5.70000000,-9.00000000,0,0.600000,0.034000,-0.033000,0,2.560,,,0,0.229,,,0,7.10000,2.60000,-2.60000,0,0.02230,0.00820,-0.00820,0,Msini,0.290000,0.310000,-0.290000,0,,,,,255,349,-349,0,0
HD 40956 b,HD 40956,Multiple Observatories,578.60000000,3.30000000,-3.30000000,0,1.400000,0.100000,-0.100000,0,13.200,,,0,1.180,,,0,858.14100,190.69800,-190.69800,0,2.70000,0.60000,-0.60000,0,Msini,0.240000,0.050000,-0.050000,0,,,,,,,,,0
HD 40979 b,HD 40979,Multiple Observatories,264.14999000,0.23000000,-0.23000000,0,0.850000,0.010000,-0.010000,0,12.900,,,0,1.150,,,0,1484.26610,108.06220,-108.06220,0,4.67000,0.34000,-0.34000,0,Msini,0.250000,0.010000,-0.010000,0,,,,,,,,,0
HD 41004 A b,HD 41004 A,La Silla Observatory,963.00000000,38.00000000,-38.00000000,0,,,,,13.200,,,0,1.180,,,0,807.25000,235.18000,-235.18000,0,2.54000,0.74000,-0.74000,0,Msini,0.740000,0.200000,-0.200000,0,,,,,,,,,0
HD 41004 B b,HD 41004 B,La Silla Observatory,1.32830000,0.00001200,-0.00001200,0,,,,,12.100,,,0,1.080,,,0,5838.29000,69.92000,-69.92000,0,18.37000,0.22000,-0.22000,0,Msini,0.081000,0.012000,-0.012000,0,,,,,,,,,0
HD 4113 b,HD 4113,La Silla Observatory,526.62000000,0.30000000,-0.30000000,0,1.280000,,,0,13.500,,,0,1.210,,,0,495.79000,12.71000,-12.71000,0,1.56000,0.04000,-0.04000,0,Msini,0.903000,0.005000,-0.005000,0,,,,,,,,,0
HD 42012 b,HD 42012,Haute-Provence Observatory,857.50000000,6.20000000,-6.30000000,0,1.670000,0.050000,-0.060000,0,13.500,,,0,1.210,,,0,508.52800,31.78300,-31.78300,0,1.60000,0.10000,-0.10000,0,Msini,0.200000,,,1,,,,,,,,,0
HD 4203 b,HD 4203,W. M. Keck Observatory,431.88000000,0.85000000,-0.85000000,0,1.170000,0.020000,-0.020000,0,13.300,,,0,1.190,,,0,708.76090,66.74430,-66.74430,0,2.23000,0.21000,-0.21000,0,Msini,0.520000,0.030000,-0.030000,0,,,,,,,,,0
HD 4203 c,HD 4203,Gemini Observatory,6700.00000000,4500.00000000,-4500.00000000,0,6.950000,1.930000,-0.560000,0,13.300,,,0,1.190,,,0,689.66000,165.26000,-165.26000,0,2.17000,0.52000,-0.52000,0,Msini,0.240000,0.130000,-0.130000,0,,,,,,,,,0
HD 4208 b,HD 4208,W. M. Keck Observatory,832.97000000,2.15000000,-1.89000000,0,1.662000,0.015000,-0.015000,0,13.900,,,0,1.240,,,0,257.44230,4.44962,-4.76745,0,0.81000,0.01400,-0.01500,0,Msini,0.042000,0.039000,-0.029000,0,,,,,,,,,0
HD 42618 b,HD 42618,Multiple Observatories,149.61000000,0.37000000,-0.34000000,0,0.554000,0.011000,-0.011000,0,3.890,,,0,0.347,,,0,14.40000,2.50000,-2.40000,0,0.04531,0.00787,-0.00755,0,Msini,0.190000,0.150000,-0.120000,0,3.16,0.61,-0.55,0,337,15,-16,0,0
HD 4308 b,HD 4308,La Silla Observatory,15.56000000,0.02000000,-0.02000000,0,0.120000,0.000000,0.000000,0,4.120,,,0,0.368,,,0,15.89150,0.00000,0.00000,0,0.05000,0.00000,0.00000,0,Msini,0.000000,,,0,,,,,,,,,0
HD 4313 b,HD 4313,W. M. Keck Observatory,356.21000000,0.88000000,-0.88000000,0,1.157000,0.097000,-0.097000,0,13.400,,,0,1.200,,,0,612.45841,28.60470,-28.60470,0,1.92700,0.09000,-0.09000,0,Msini,0.147000,0.047000,-0.047000,0,,,,,,,,,0
HD 43197 b,HD 43197,La Silla Observatory,327.80000000,1.20000000,-1.20000000,0,0.920000,0.010000,-0.020000,0,14.100,,,0,1.260,,,0,190.69000,38.14000,-12.71000,0,0.60000,0.12000,-0.04000,0,Msini,0.830000,0.050000,-0.010000,0,,,,,,,,,0
HD 43691 b,HD 43691,Haute-Provence Observatory,36.99870000,0.00110000,-0.00110000,0,0.238000,0.015000,-0.015000,0,13.200,,,0,1.180,,,0,810.46650,108.06220,-108.06220,0,2.55000,0.34000,-0.34000,0,Msini,0.079600,0.006700,-0.006700,0,,,,,,,,,0
HD 44219 b,HD 44219,La Silla Observatory,472.30000000,6.30000000,-5.00000000,0,1.190000,0.020000,-0.020000,0,14.100,,,0,1.260,,,0,184.33000,19.07000,-12.71000,0,0.58000,0.06000,-0.04000,0,Msini,0.610000,0.070000,-0.090000,0,,,,,,,,,0
HD 45184 b,HD 45184,La Silla Observatory,5.88540000,0.00030000,-0.00030000,0,0.064400,0.002000,-0.002100,0,3.520,,,0,0.314,,,0,12.19000,1.06000,-1.03000,0,0.03840,0.00330,-0.00320,0,Msini,0.070000,0.050000,-0.050000,0,,,,,,,,,0
HD 45184 c,HD 45184,La Silla Observatory,13.13540000,0.00260000,-0.00250000,0,0.110000,0.003400,-0.003600,0,2.910,,,0,0.260,,,0,8.81000,1.09000,-1.02000,0,0.02770,0.00340,-0.00320,0,Msini,0.070000,0.070000,-0.050000,0,,,,,,,,,0
HD 45350 b,HD 45350,W. M. Keck Observatory,963.60000000,3.40000000,-3.40000000,0,1.920000,0.070000,-0.070000,0,13.500,,,0,1.200,,,0,568.89000,44.49000,-44.49000,0,1.79000,0.14000,-0.14000,0,Msini,0.778000,0.009000,-0.009000,0,,,,,,,,,0
HD 45364 b,HD 45364,La Silla Observatory,226.93000000,0.37000000,-0.37000000,0,0.681300,,,0,8.970,,,0,0.800,,,0,59.49530,,,0,0.18720,,,0,Msini,0.168400,0.019000,-0.019000,0,,,,,,,,,0
HD 45364 c,HD 45364,La Silla Observatory,342.85000000,0.28000000,-0.28000000,0,0.897200,,,0,14.100,,,0,1.250,,,0,209.09150,,,0,0.65790,,,0,Msini,0.097400,0.012000,-0.012000,0,,,,,,,,,0
HD 45652 b,HD 45652,Haute-Provence Observatory,44.07300000,0.00480000,-0.00480000,0,0.237000,0.011000,-0.011000,0,14.300,,,0,1.280,,,0,137.62039,24.15508,-24.15508,0,0.43300,0.07600,-0.07600,0,Msini,0.607000,0.026000,-0.026000,0,,,,,,,,,0
HD 46375 b,HD 46375,W. M. Keck Observatory,3.02357300,0.00006500,-0.00006500,0,0.039800,0.002300,-0.002300,0,10.000,,,0,0.894,,,0,71.80000,6.00000,-6.00000,0,0.22600,0.01900,-0.01900,0,Msini,0.063000,0.026000,-0.026000,0,,,,,,,,,0
HD 47186 b,HD 47186,La Silla Observatory,4.08450000,0.00020000,-0.00020000,0,0.050000,0.000000,0.000000,0,5.020,,,0,0.448,,,0,22.24810,0.00000,0.00000,0,0.07000,0.00000,0.00000,0,Msini,0.040000,0.020000,-0.020000,0,,,,,,,,,0
HD 47186 c,HD 47186,La Silla Observatory,1353.60000000,57.10000000,-57.10000000,0,2.395000,,,0,13.000,,,0,1.160,,,0,111.42000,,,0,0.35061,,,0,Msini,0.249000,0.073000,-0.073000,0,,,,,,,,,0
HD 4732 b,HD 4732,Multiple Observatories,360.20000000,1.40000000,-1.40000000,0,1.190000,0.050000,-0.050000,0,13.300,,,0,1.190,,,0,753.23000,108.06000,-108.06000,0,2.37000,0.34000,-0.34000,0,Msini,0.130000,0.060000,-0.060000,0,,,,,,,,,0
HD 4732 c,HD 4732,Multiple Observatories,2732.00000000,81.00000000,-81.00000000,0,4.600000,0.230000,-0.230000,0,13.300,,,0,1.190,,,0,753.23000,120.77000,-120.77000,0,2.37000,0.38000,-0.38000,0,Msini,0.230000,0.070000,-0.070000,0,,,,,,,,,0
HD 47366 b,HD 47366,Okayama Astrophysical Observatory,359.15000000,2.03000000,-2.34000000,0,1.280000,0.050000,-0.060000,0,13.300,,,0,1.190,,,0,731.00900,41.31790,-57.20940,0,2.30000,0.13000,-0.18000,0,Msini,0.060000,0.040000,-0.040000,0,,,,,,,,,0
HD 47366 c,HD 47366,Okayama Astrophysical Observatory,682.85000000,4.98000000,-4.90000000,0,1.970000,0.080000,-0.090000,0,13.400,,,0,1.200,,,0,597.52040,38.13960,-44.49620,0,1.88000,0.12000,-0.14000,0,Msini,0.100000,0.110000,-0.080000,0,,,,,,,,,0
HD 47536 b,HD 47536,La Silla Observatory,712.13000000,0.31000000,-0.31000000,0,1.930000,0.320000,-0.320000,0,12.600,,,0,1.130,,,0,2330.00000,750.00000,-750.00000,0,7.32000,2.36000,-2.36000,0,Msini,0.200000,0.080000,-0.080000,0,,,,,,,,,0
HD 4760 b,HD 4760,Multiple Observatories,434.00000000,3.00000000,-3.00000000,0,1.140000,0.080000,-0.080000,0,12.300,,,0,1.100,,,0,4417.83700,762.79200,-762.79200,0,13.90000,2.40000,-2.40000,0,Msini,0.230000,0.090000,-0.060000,0,,,,,,,,,0
HD 48265 b,HD 48265,Las Campanas Observatory,778.51000000,5.38000000,-5.18000000,0,1.814000,0.030000,-0.031000,0,13.500,,,0,1.210,,,0,484.69075,15.57367,-15.89150,0,1.52500,0.04900,-0.05000,0,Msini,0.211000,0.089000,-0.096000,0,,,,,,,,,0
HD 4917 b,HD 4917,W. M. Keck Observatory,400.50000000,1.70000000,-1.70000000,0,1.167000,0.065000,-0.065000,0,13.500,,,0,1.210,,,0,513.29545,29.24036,-29.24036,0,1.61500,0.09200,-0.09200,0,Msini,0.066000,0.041000,-0.041000,0,,,,,,,,,0
HD 49674 b,HD 49674,W. M. Keck Observatory,4.94737000,0.00098000,-0.00098000,0,0.060000,0.000000,0.000000,0,6.200,,,0,0.553,,,0,31.78300,3.17830,-3.17830,0,0.10000,0.01000,-0.01000,0,Msini,0.090000,0.090000,-0.090000,0,,,,,,,,,0
HD 50499 b,HD 50499,W. M. Keck Observatory,2447.10000000,21.92000000,-21.72000000,0,3.833000,0.030500,-0.030000,0,13.500,,,0,1.200,,,0,519.96988,5.40311,-5.40311,0,1.63600,0.01700,-0.01700,0,Msini,0.266000,0.044000,-0.044000,0,,,,,,,,,0
HD 50499 c,HD 50499,La Silla Observatory,8619.90000000,2622.49500000,-405.42750000,0,9.020000,1.730000,-0.330000,0,13.200,,,0,1.170,,,0,931.24190,232.01590,-57.20940,0,2.93000,0.73000,-0.18000,0,Msini,0.000000,0.140000,-0.020000,0,,,,,,,,,0
HD 50554 b,HD 50554,Lick Observatory,1293.00000000,37.00000000,-37.00000000,0,2.353000,0.045200,-0.045200,0,12.900,,,0,1.150,,,0,1574.46400,123.63100,-123.63100,0,4.95400,0.38900,-0.38900,0,Msini,0.501000,0.030000,-0.030000,0,,,,,,,,,0
HD 51608 b,HD 51608,La Silla Observatory,14.07260000,0.00160000,-0.00160000,0,0.105900,0.004300,-0.004600,0,3.620,,,0,0.323,,,0,12.77000,1.20000,-1.19000,0,0.04020,0.00380,-0.00370,0,Msini,0.090000,0.040000,-0.040000,0,,,,,,,,,0
HD 51608 c,HD 51608,La Silla Observatory,95.94460000,0.15550000,-0.13660000,0,0.380900,0.015300,-0.016400,0,3.870,,,0,0.346,,,0,14.31000,1.63000,-1.53000,0,0.04500,0.00510,-0.00480,0,Msini,0.140000,0.070000,-0.070000,0,,,,,,,,,0
HD 52265 b,HD 52265,W. M. Keck Observatory,119.27000000,0.02000000,-0.02000000,0,0.520000,0.009000,-0.009000,0,13.700,,,0,1.220,,,0,384.57430,15.89150,-15.89150,0,1.21000,0.05000,-0.05000,0,Msini,0.270000,0.020000,-0.020000,0,,,,,405,75,-75,0,0
HD 5319 b,HD 5319,W. M. Keck Observatory,637.10000000,1.40000000,-1.40000000,0,1.570000,0.110000,-0.110000,0,13.500,,,0,1.210,,,0,494.54348,13.34886,-13.34886,0,1.55600,0.04200,-0.04200,0,Msini,0.092000,0.025000,-0.025000,0,,,,,,,,,0
HD 5319 c,HD 5319,W. M. Keck Observatory,872.20000000,6.00000000,-6.00000000,0,1.930000,0.130000,-0.130000,0,13.800,,,0,1.230,,,0,334.67499,22.88376,-22.88376,0,1.05300,0.07200,-0.07200,0,Msini,0.183000,0.064000,-0.064000,0,,,,,,,,,0
HD 55696 b,HD 55696,W. M. Keck Observatory,1827.00000000,10.00000000,-10.00000000,0,3.180000,0.180000,-0.180000,0,13.000,,,0,1.160,,,0,1230.00210,228.83760,-228.83760,0,3.87000,0.72000,-0.72000,0,Msini,0.705000,0.022000,-0.022000,0,,,,,,,,,0
HD 5583 b,HD 5583,Roque de los Muchachos Observatory,139.35000000,0.21000000,-0.22000000,0,0.530000,0.020000,-0.020000,0,12.800,,,0,1.140,,,0,1837.05740,168.44990,-168.44990,0,5.78000,0.53000,-0.53000,0,Msini,0.076000,0.070000,-0.023000,0,,,,,,,,,0
HD 5608 b,HD 5608,Okayama Astrophysical Observatory,779.90000000,4.90000000,-4.90000000,0,1.911000,0.088000,-0.088000,0,13.500,,,0,1.200,,,0,534.27223,25.74423,-25.74423,0,1.68100,0.08100,-0.08100,0,Msini,0.056000,0.039000,-0.039000,0,,,,,,,,,0
HD 564 b,HD 564,La Silla Observatory,492.30000000,2.30000000,-2.30000000,0,1.200000,0.020000,-0.020000,0,12.500,,,0,1.120,,,0,104.88000,9.54000,-9.54000,0,0.33000,0.03000,-0.03000,0,Msini,0.096000,0.067000,-0.067000,0,,,,,,,,,0
HD 5891 b,HD 5891,W. M. Keck Observatory,177.11000000,0.32000000,-0.32000000,0,0.640000,0.040000,-0.040000,0,12.600,,,0,1.130,,,0,2425.04290,454.49690,-454.49690,0,7.63000,1.43000,-1.43000,0,Msini,0.070000,0.020000,-0.020000,0,,,,,,,,,0
HD 59686 A b,HD 59686 A,Lick Observatory,299.36000000,0.26000000,-0.31000000,0,1.086000,0.000600,-0.000700,0,12.700,,,0,1.130,,,0,2199.38360,57.20940,-76.27920,0,6.92000,0.18000,-0.24000,0,Msini,0.050000,0.030000,-0.020000,0,,,,,,,,,0
HD 60532 b,HD 60532,La Silla Observatory,201.90000000,0.30000000,-0.30000000,0,0.770000,0.020000,-0.020000,0,13.800,,,0,1.230,,,0,336.89980,25.42640,-25.42640,0,1.06000,0.08000,-0.08000,0,Msini,0.260000,0.020000,-0.020000,0,,,,,,,,,0
HD 60532 c,HD 60532,La Silla Observatory,600.10000000,2.40000000,-2.40000000,0,1.600000,0.040000,-0.040000,0,13.300,,,0,1.180,,,0,797.75330,50.85280,-50.85280,0,2.51000,0.16000,-0.16000,0,Msini,0.030000,0.020000,-0.020000,0,,,,,,,,,0
HD 62509 b,HD 62509,Multiple Observatories,589.64000000,0.81000000,-0.81000000,0,1.640000,0.270000,-0.270000,0,13.300,,,0,1.190,,,0,731.00000,140.00000,-140.00000,0,2.30000,0.45000,-0.45000,0,Msini,0.020000,0.030000,-0.030000,0,,,,,,,,,0
HD 63433 b,HD 63433,Transiting Exoplanet Survey Satellite (TESS),7.10793000,0.00040000,-0.00034000,0,0.071900,0.003100,-0.004400,0,2.150,0.100,-0.100,0,0.192,0.009,-0.009,0,5.27000,,,0,0.01660,,,0,M-R relationship,0.000000,,,0,145.56,,,,886,,,,0
HD 63433 c,HD 63433,Transiting Exoplanet Survey Satellite (TESS),20.54530000,0.00120000,-0.00130000,0,0.145800,0.006200,-0.010100,0,2.670,0.120,-0.120,0,0.238,0.011,-0.011,0,7.61000,,,0,0.02390,,,0,M-R relationship,0.000000,,,0,35.35,,,,622,,,,0
HD 63454 b,HD 63454,La Silla Observatory,2.81805000,0.00007100,-0.00007100,0,0.040000,0.000000,0.000000,0,12.310,,,0,1.098,,,0,79.45750,3.17830,-3.17830,0,0.25000,0.01000,-0.01000,0,Msini,0.000000,,,0,,,,,,,,,0
HD 63765 b,HD 63765,La Silla Observatory,358.00000000,1.00000000,-1.00000000,0,0.940000,0.020000,-0.020000,0,14.200,,,0,1.270,,,0,168.44990,9.53490,-9.53490,0,0.53000,0.03000,-0.03000,0,Msini,0.240000,0.040000,-0.040000,0,,,,,,,,,0
HD 64114 b,HD 64114,Las Campanas Observatory,45.79100000,0.07000000,-0.07000000,0,0.246000,0.005000,-0.005000,0,4.410,,,0,0.393,,,0,17.80000,3.50000,-3.50000,0,0.05600,0.01101,-0.01101,0,Msini,0.120000,0.080000,-0.080000,0,,,,,,,,,0
HD 6434 b,HD 6434,La Silla Observatory,21.99800000,0.00900000,-0.00900000,0,0.140000,0.000000,0.000000,0,14.200,,,0,1.270,,,0,155.73670,12.71320,-12.71320,0,0.49000,0.04000,-0.04000,0,Msini,0.170000,0.030000,-0.030000,0,,,,,,,,,0
HD 65216 b,HD 65216,La Silla Observatory,577.60000000,1.32800000,-1.32800000,0,1.301000,0.020000,-0.020000,0,13.600,,,0,1.220,,,0,411.58985,19.70546,-19.70546,0,1.29500,0.06200,-0.06200,0,Msini,0.270000,0.020000,-0.020000,0,,,,,,,,,0
HD 65216 c,HD 65216,La Silla Observatory,5370.00000000,20.00000000,-20.00000000,0,5.750000,0.090000,-0.090000,0,13.400,,,0,1.190,,,0,645.19490,34.96130,-34.96130,0,2.03000,0.11000,-0.11000,0,Msini,0.170000,0.040000,-0.040000,0,,,,,,,,,0
HD 66141 b,HD 66141,Bohyunsan Optical Astronomical Observatory,480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,12.800,,,0,1.140,,,0,1906.90000,95.30000,-95.30000,0,6.00000,0.30000,-0.30000,0,Msini,0.070000,0.030000,-0.030000,0,,,,,,,,,0
HD 66428 b,HD 66428,W. M. Keck Observatory,2263.12000000,6.13000000,-5.94000000,0,3.467000,0.024000,-0.024000,0,13.100,,,0,1.170,,,0,1018.32732,13.66669,-13.66669,0,3.20400,0.04300,-0.04300,0,Msini,0.493000,0.015000,-0.015000,0,,,,,,,,,0
HD 67087 b,HD 67087,Multiple Observatories,352.20000000,1.70000000,-1.60000000,0,1.080000,0.040000,-0.040000,0,13.100,,,0,1.170,,,0,973.00000,70.00000,-64.00000,0,3.06000,0.22000,-0.20000,0,Msini,0.170000,0.070000,-0.070000,0,,,,,,,,,0
HD 67087 c,HD 67087,Multiple Observatories,2374.00000000,193.00000000,-156.00000000,0,3.860000,0.430000,-0.370000,0,12.900,,,0,1.150,,,0,1540.00000,3180.00000,-1150.00000,0,4.85000,10.00000,-3.61000,0,Msini,0.760000,0.170000,-0.240000,0,,,,,,,,,0
